Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,TWF,HDF,PWF,OSF,RNF,Type_encoded
0.7631938,-1.0423512,0.80486596,0.6954068,-1.2171493,-0.11464827,-0.4430513,-0.2880671,-0.2733801,0.0,-1.4440628
-0.44598404,0.36438996,-1.203989,-1.3512492,-0.22745195,-0.15870978,-0.3154662,-0.33738163,-0.18106268,0.0,0.20844916
-1.5796918,-1.161248,-0.54219544,-0.6134427,-1.7843087,-0.15652697,-0.4663725,-0.41315922,-0.37438008,0.0,-1.7088978
-0.2545505,-1.8567587,-0.38931376,-1.5048224,0.100938454,-0.30925438,-0.28224295,-0.32983822,-0.20212528,0.0,-0.52590245
0.03874075,-0.5355763,-0.88371056,-2.3876476,-1.3737154,-0.2302699,-0.32795137,-0.32285288,-0.17836608,0.0,0.09961299
-0.010008934,-2.0448442,-1.3325266,-3.0132372,-1.9231461,-0.23716559,-0.35830423,-0.4062427,-0.1953481,0.0,0.12765376
-1.6427301,-0.61848676,-1.6077867,-3.0668883,-1.4064949,-0.34071356,-0.3847674,-0.44511142,-0.19771959,0.0,-1.1248869
0.056453325,-1.8721381,-1.3098042,-2.8306155,-1.7210032,-0.28268686,-0.37511483,-0.4538104,-0.19031464,0.0,-0.9896671
-1.3943349,-0.75003856,-1.8411114,-3.2764401,-1.6642429,-0.32244548,-0.3694234,-0.4149002,-0.20281725,0.0,0.06941865
-0.19753554,-0.9188221,-2.239882,-3.5783656,-2.8136644,-0.30901143,-0.33826622,-0.41310757,-0.17850399,0.0,0.08166987
-0.8844562,-1.4278815,-0.8116711,-0.53620476,1.2827076,-0.5187212,-0.34394896,-0.26970196,-0.22678092,0.0,-3.0715594
-0.72582465,-1.7256492,-1.5840173,-1.7929356,-2.5713367,-0.24337538,-0.34722838,-0.46220243,-0.18868887,0.0,-1.2325507
-0.65037745,0.2290144,-1.1646037,-0.8601078,-0.9565145,-0.15731108,-0.45471495,-0.35008168,-0.31010574,0.0,-1.7092066
-0.5371658,0.08485199,-1.5207669,-3.6238093,-1.9903457,-0.22999385,-0.33585396,-0.37960827,-0.17628673,0.0,0.09862728
-0.14647287,0.3683556,-1.8561335,-3.2942007,-1.4466933,-0.32614705,-0.348331,-0.410833,-0.17377572,0.0,-1.0283138
0.21069692,0.28403935,-1.5567961,-2.7952487,-2.748246,-0.22990336,-0.32720536,-0.39210105,-0.17672803,0.0,0.051290587
-0.5332289,-1.2101283,-1.9647579,-2.7384787,-2.0667346,-0.23663929,-0.3399841,-0.42374182,-0.1850999,0.0,0.059532437
0.21069103,-1.1451101,-2.5604928,-3.1661694,-1.2138907,-0.33735418,-0.3623481,-0.4255131,-0.16078247,0.0,-0.9312483
-0.81981975,-1.0106552,-1.5437864,-3.1040783,-1.3965669,-0.3294885,-0.36636633,-0.42725825,-0.18452054,0.0,-1.1894202
-0.7449323,-0.33814123,-1.6295536,-3.2765727,-1.7698622,-0.30806252,-0.3624301,-0.4037192,-0.1911589,0.0,0.10522423
0.033478815,0.42954153,0.65529746,-0.87628824,-1.0179907,-0.13163012,-0.3256392,-0.28976497,-0.1714222,0.0,0.084834404
-1.2563356,-1.0038469,-0.759508,-1.3241736,-1.8838025,-0.1279316,-0.42662245,-0.3521613,-0.31796592,0.0,0.025714034
-0.58466357,-1.5890127,-1.0920951,-2.8757236,-2.6753602,-0.24397181,-0.34181923,-0.45297673,-0.19139569,0.0,0.08070608
-1.9077129,-0.962894,-1.450284,-1.6905515,-2.4349434,-0.13151921,-0.44709307,-0.40158686,-0.30387238,0.0,0.1399085
0.51780295,-0.39199397,-0.83705705,-0.24304979,-2.162207,-0.11835622,-0.3584174,-0.3270843,-0.26261228,0.0,0.14485529
0.6206408,-0.75298,-1.4526945,-1.8236961,-1.055262,-0.20346157,-0.31375653,-0.3579851,-0.15814611,0.0,0.1752252
-1.4788743,-0.89144367,-1.7163926,-3.432767,-1.960663,-0.28608578,-0.36530218,-0.4210166,-0.20119219,0.0,-0.049310062
-1.0242199,0.25499415,0.7679245,-1.7036072,-0.7086756,-0.2422948,-0.31715813,-0.34084713,-0.1745497,0.0,-1.7838062
0.2373793,-0.2733595,-2.0097568,-1.1265502,-2.445125,-0.13425946,-0.35411137,-0.40699622,-0.17550121,0.0,0.12555785
-0.021138504,0.2659609,-1.7051353,-2.9710717,-1.2168951,-0.32390887,-0.34802926,-0.3994944,-0.17356373,0.0,-1.1721269
-1.814063,-0.32832628,-0.74693865,-3.0641737,-1.7458042,-0.2806245,-0.3815267,-0.4374724,-0.19441178,0.0,-1.3646574
-1.1005912,0.14375979,-1.2376834,-1.9697905,-0.033683673,-0.30914164,-0.30731058,-0.35935944,-0.17741512,0.0,-2.201039
-0.33073965,-1.713705,-1.1700554,-3.258186,-0.67274106,-0.26131094,-0.33244407,-0.36925614,-0.16764368,0.0,0.17524199
-2.0131555,-1.0861253,-2.2752218,-1.7080435,-1.5429837,-0.21732783,-0.50748926,-0.4583631,-0.25993487,0.0,-1.5125642
-0.32752624,-1.4751489,-0.38506567,-2.4247828,3.6184912,-0.47573754,-0.21842483,-0.22221911,-0.17154463,0.0,0.23186722
-0.57833475,-0.7332183,-1.3738413,-3.2198415,-1.435372,-0.27873492,-0.36048228,-0.44620726,-0.18151464,0.0,-1.0885196
-0.23342735,-0.6690351,-1.5762596,-3.2589264,-0.21194054,-0.32480353,-0.3270334,-0.36983657,-0.18069497,0.0,0.1394094
-0.83424866,-1.2426418,-1.0552102,-1.2804722,-2.5974293,-0.14318971,-0.4343686,-0.35444206,-0.3647225,0.0,0.30114055
0.46290934,-0.57999027,-1.9227738,-3.2265894,-2.2264705,-0.23093237,-0.3483244,-0.42458487,-0.16785072,0.0,0.1363212
-0.5197275,-0.7889646,0.28706014,-2.5257204,-1.2894129,-0.26522398,-0.33781397,-0.3630916,-0.18220596,0.0,0.10348285
-0.5839102,-1.3371348,-1.325292,-2.157184,-2.5396106,-0.25104475,-0.31563115,-0.4374862,-0.16974849,0.0,0.11697316
-1.2593998,-1.1887548,-2.021051,-3.1341715,-1.7227678,-0.32036033,-0.3543408,-0.4527531,-0.18029155,0.0,-1.504895
-1.3906189,-1.1233003,-0.8199107,-2.3464077,-2.2772117,-0.20338987,-0.35304344,-0.3580544,-0.2640538,0.0,0.05484549
-0.6737229,-1.391529,-2.0991426,-2.9849715,-2.3278012,-0.24322338,-0.34463206,-0.4302991,-0.1726457,0.0,0.089782625
-1.7054281,-0.5113297,-1.505397,-2.944819,-0.15520649,-0.36169994,-0.36406964,-0.41035318,-0.19328551,0.0,-1.3156748
-0.23228757,-1.3400437,-2.0008721,-3.336539,-1.3998038,-0.31875145,-0.3481374,-0.3895901,-0.16727905,0.0,0.13665873
-0.3715036,0.16691814,-0.1762578,-1.8170549,-2.3157613,-0.18637328,-0.29828653,-0.59831774,-0.1677886,0.0,0.13136628
-0.92624533,-1.2296182,-0.21117938,-1.8236698,-2.47035,-0.19445263,-0.30561075,-0.869198,-0.16469198,0.0,0.103636645
-0.23099132,-0.42800236,-1.5426241,-3.5442507,-1.9949946,-0.26694882,-0.3368115,-0.41964933,-0.17715424,0.0,0.0032847957
-0.9192257,-1.4551024,-0.7739774,-3.750064,-1.8751516,-0.22800651,-0.3459968,-0.36553773,-0.25582665,0.0,0.079163805
-2.8807557,-0.61279166,-0.099973224,-1.8854314,-2.0729017,-0.12731704,-0.4305031,-0.34073725,-0.38433352,0.0,0.062021337
-0.6053338,-1.2032393,0.5669267,-3.644114,-1.3873419,-0.22593434,-0.33310685,-0.3259618,-0.17037883,0.0,0.055122815
-0.092412084,-0.43114686,-0.18840072,-2.566258,3.3773649,-0.48909348,-0.21279845,-0.20663029,-0.16033739,0.0,0.27443668
-0.010959631,0.46458876,-0.8855217,-2.2588754,-1.4583975,-0.24030685,-0.3327556,-0.37472925,-0.17166282,0.0,-0.7707341
-1.7423929,-0.8673235,-1.0672158,-2.959865,-1.5114653,-0.28523034,-0.3815663,-0.44375888,-0.19789118,0.0,-1.2139719
-0.03784886,-0.6083536,-1.1940508,-2.8408546,-1.2405707,-0.28911203,-0.34816802,-0.37016428,-0.1592035,0.0,-0.9282946
0.38847694,0.2661335,-1.467837,0.13230368,-2.0632741,-0.115886636,-0.31775025,-0.31883287,-0.2937434,0.0,0.12008165
-0.13565235,-1.8112586,-2.1087527,-2.694398,-1.4834794,-0.3449178,-0.37493858,-0.44242656,-0.19265726,0.0,-1.043225
-0.6347438,-2.2553477,-0.851577,-2.5732727,-0.25529096,-0.28034097,-0.32117796,-0.3314675,-0.19101226,0.0,0.15288553
-1.0917917,-0.7604072,-1.5316584,-2.926284,-1.605243,-0.3303041,-0.37928396,-0.4421124,-0.19319235,0.0,-1.2453176
-1.3290803,-0.8395682,-1.4929664,-2.2819798,-0.9303084,-0.28171092,-0.34878424,-0.39932865,-0.1995677,0.0,0.110645466
0.10948795,-0.8428602,-1.9426231,-1.1412861,-2.310292,-0.13478804,-0.35314366,-0.4129647,-0.17469966,0.0,0.13954778
-0.9620437,-0.0681021,-1.2325356,-3.4277415,-2.2249067,-0.24657543,-0.33728322,-0.41976836,-0.17997025,0.0,0.12970413
-1.7968491,-1.6894666,-0.99314463,0.15860417,-1.9711604,-0.10282718,-0.36371264,-0.323741,-0.5173452,0.0,0.08223498
-0.9845053,0.32853597,-1.1912584,-1.1388828,-1.9928297,-0.122018285,-0.36917436,-0.37830848,-0.2625799,0.0,0.16300648
-0.18610388,0.37139165,-0.92554533,-2.7183723,-2.7773087,-0.2238847,-0.31701428,-0.3977178,-0.16451927,0.0,0.067536786
-1.8915542,-0.3617157,-1.2281419,-3.435732,-2.170362,-0.23516577,-0.36711186,-0.37945879,-0.2364157,0.0,0.086340256
-0.7464572,-0.92547816,-1.9611027,-3.3074596,-2.1070573,-0.31409246,-0.3637517,-0.4415906,-0.19473688,0.0,0.06059008
-1.0230446,-2.0286467,-0.9496503,-0.8495725,-0.7977887,-0.17972548,-0.3839809,-0.29019982,-0.31537923,0.0,-0.06458986
-2.6045713,-0.43195614,0.10226145,-1.2207217,-2.538596,-0.10930612,-0.49278143,-0.3320765,-0.49326757,0.0,0.10956437
-1.40624,-0.87309194,-1.3837306,-3.3660452,-2.18137,-0.26812226,-0.36837026,-0.44325855,-0.19942561,0.0,0.059321295
-0.83549196,-0.6556723,0.32724807,-1.4231519,-0.99269646,-0.12033615,-0.39366657,-0.30487955,-0.26877996,0.0,0.10842364
-1.4246758,0.3381587,0.57299924,-1.2010729,-1.4287843,-0.14596765,-0.32957476,-0.29068682,-0.20050873,0.0,0.38874617
-0.5246514,-0.88383096,-0.27125645,4.3332076,-1.352288,-0.093232386,-0.22021486,-0.29623982,-0.27531722,0.0,0.13711266
0.2017521,-0.40786904,-2.1439655,-3.4477541,-2.0406063,-0.23600474,-0.34793726,-0.42645985,-0.16729721,0.0,0.1383096
-0.96315086,-1.6284512,-1.2454796,-1.9874116,-2.2634654,-0.15829824,-0.3679243,-0.42520332,-0.22227219,0.0,0.05106089
-0.62211233,-1.1816354,-1.6072152,-1.8776546,-2.500102,-0.2331183,-0.31245124,-0.42630085,-0.17961489,0.0,0.0669778
-0.23766057,0.24540442,-1.9651604,-2.8608067,-1.8694588,-0.24931787,-0.32164553,-0.39879978,-0.17730884,0.0,0.035964426
-1.080239,-0.4277503,-0.039329793,1.7442514,1.7628785,-0.15068977,-0.15408365,-0.13684946,3.8973148,0.0,0.22526728
-0.19785994,0.5888244,-1.6324123,-0.23164952,-1.7871555,-0.11714026,-0.33766595,-0.38423255,-0.2890429,0.0,0.14475861
-0.4671826,-1.4366429,-2.3764808,-3.1052501,-1.7854358,-0.2543817,-0.35001576,-0.40899202,-0.17155756,0.0,0.057093177
1.3379463,-1.0542146,1.2214974,0.14636604,-1.7303038,-0.10536213,-0.386365,-0.25294667,-0.29045004,0.0,0.08884839
-0.5589891,-0.022401722,-0.87018377,-2.265781,-2.160078,-0.19172642,-0.31451607,-0.33067775,-0.2109674,0.0,0.05841932
-0.11384422,-0.675225,-2.4150066,-3.1201036,-0.41750458,-0.3791566,-0.3446356,-0.38133943,-0.16476126,0.0,-1.3134623
-0.55493844,0.31471556,-1.4010841,-3.5051525,-2.826931,-0.20870264,-0.3360105,-0.41058356,-0.17608005,0.0,0.13001314
-1.6184143,-0.32756913,-0.8508845,-3.125421,-2.2008924,-0.29096696,-0.3685111,-0.40652037,-0.19856948,0.0,0.113767795
-0.7386525,-0.8042809,-0.057516325,0.2326893,0.49071303,-0.12600023,-0.31023735,-0.23678637,-0.385544,0.0,0.23819771
0.6778137,-0.79125935,0.28319186,-3.5795763,-1.245989,-0.23762196,-0.33200195,-0.2969515,-0.1671097,0.0,0.078205906
-1.4645581,-1.0428818,-1.6377501,-2.6987677,-1.9113535,-0.25074932,-0.36199114,-0.40096846,-0.20550096,0.0,0.03235388
-0.83598083,-1.2092161,-1.5022497,-2.4334142,0.18741506,-0.25410846,-0.32148114,-0.30517653,-0.19712791,0.0,0.07092514
-0.48526886,-1.0923977,-1.3104683,-3.2065191,-2.0045156,-0.27824655,-0.36032578,-0.46742728,-0.17920896,0.0,-1.3062063
-1.9506838,-0.7206862,-1.0659299,-1.3717852,-1.5136584,-0.122836985,-0.47140676,-0.33084255,-0.44058913,0.0,0.5313699
-2.0634432,-1.0820004,-0.45835876,-1.1099464,1.1206781,-0.16048722,-0.35377952,-0.23963407,-0.37076008,0.0,0.19702637
-0.40651932,-1.2515396,-2.3899758,-2.999737,-3.096279,-0.23663713,-0.3450939,-0.4231657,-0.17420831,0.0,0.05343176
-0.3054157,-0.8333654,-2.125158,-3.4476376,-1.5790154,-0.3144812,-0.339715,-0.39124262,-0.16890025,0.0,0.11786823
-0.2111558,0.27402338,0.4306692,-3.6303625,-2.3732345,-0.24362838,-0.31737068,-0.32435822,-0.17608812,0.0,0.42960355
-1.8117653,-1.3562031,-0.5713191,-0.38089353,-1.4636991,-0.1355578,-0.38678485,-0.3675643,-0.40884802,0.0,0.02232363
-1.8973567,-0.55937815,-0.97017837,-2.4690988,-1.5449804,-0.25726438,-0.36644223,-0.41362238,-0.19323462,0.0,-0.9968593
-1.4233792,-1.0650647,-1.7160074,-2.7545362,-1.8586189,-0.25073433,-0.36197412,-0.399423,-0.20455392,0.0,0.024125773
0.05373932,-1.4276456,-2.7529557,-2.9067266,2.6034453,-1.0696058,-0.22638912,-0.22634365,-0.16312683,0.0,0.17273565
-0.57042074,0.27126178,0.19586137,-3.091257,0.2554596,-0.29095113,-0.29356566,-0.2774725,-0.17424218,0.0,0.1713585
-0.76159835,-1.2045604,-1.043632,-2.656053,-2.5175169,-0.24647394,-0.34481895,-0.43012765,-0.1942751,0.0,0.08121216
-1.0047137,-0.31843203,-0.53401655,-1.9344736,0.33095172,-0.868277,-0.24865258,-0.26490226,-0.18778625,0.0,-2.723228
-1.7935272,-1.6433184,-1.6813464,-1.6098231,-1.8867849,-0.14625324,-0.43002862,-0.4236817,-0.30953047,0.0,0.058348402
-0.18780956,-2.391314,-2.267776,-2.8903656,-3.1823645,-0.2573944,-0.35620588,-0.45137188,-0.19304682,0.0,0.040185858
-1.0227399,0.14232564,-1.6735222,-1.7560486,-2.5848763,-0.13991745,-0.35343617,-0.4105205,-0.20402429,0.0,0.10168588
-1.6475744,-1.0502366,0.04928305,-2.40213,-1.1963832,-0.25094238,-0.33946028,-0.35450342,-0.19786215,0.0,-0.23599643
-0.83802986,0.39227644,-0.58992124,-1.6620877,1.3322341,-0.52922153,-0.21263282,-0.3024563,-0.15145904,0.0,0.18650816
-2.1089282,-0.082238264,-1.1030034,-3.360618,-1.8079232,-0.19760136,-0.42925668,-0.3548016,-0.2852642,0.0,0.039396767
-0.465995,-1.9942433,-1.099014,-2.7384033,-2.002584,-0.30369017,-0.35539287,-0.40120104,-0.19415922,0.0,-0.34242353
-0.772549,-1.986906,-1.5051454,-2.1872466,-1.0239298,-0.28365442,-0.36415952,-0.3933544,-0.1933375,0.0,-0.79931617
0.7033705,-1.340519,-0.31801844,1.1333324,-0.97816926,-0.0825336,4.068579,-0.19011202,-0.16758947,0.0,0.07789857
-0.009896566,-1.9619505,-1.502643,-3.6198025,-2.0751002,-0.2399862,-0.3594218,-0.36784306,-0.20514718,0.0,0.10439918
-0.80093294,-0.7911564,-1.9335353,-2.8117547,-2.2678483,-0.23083319,-0.33859327,-0.41400033,-0.18682447,0.0,0.05003176
-0.6994959,-2.053169,-1.9298444,-3.2968197,-1.7881838,-0.32272097,-0.35886496,-0.42547652,-0.1877628,0.0,0.10224533
0.058451355,-1.0853935,-0.6488851,-1.1493211,-1.089816,-0.15842628,-0.4258856,-0.329021,-0.1940461,0.0,-1.292452
-1.0598711,0.29360127,-1.7874287,-3.5059934,-1.7130808,-0.30821946,-0.34932163,-0.39531013,-0.18542954,0.0,0.122244395
-0.5777205,-1.2276257,-1.5648166,-2.7586126,-2.0992846,-0.25125548,-0.3404809,-0.39386135,-0.1942896,0.0,-0.03702595
0.2660083,-0.6890384,-1.6224254,-1.7964251,-1.4047018,-0.23722033,-0.34767234,-0.4215932,-0.16093013,0.0,-1.3314917
-0.20599997,-0.88241345,-1.5544667,-3.2248652,-1.4081106,-0.2738405,-0.35472372,-0.4137705,-0.15867949,0.0,-1.1391581
-0.42306924,-0.5917249,-1.0357589,-3.3181663,-1.8629526,-0.23291291,-0.34451988,-0.39605334,-0.18439516,0.0,0.15816566
0.2053116,-0.8456786,-1.4863175,-2.2045543,-1.9511541,-0.2105605,-0.33411446,-0.414882,-0.16449794,0.0,0.11998775
-0.80042094,-0.06901387,-1.4938487,-2.452971,-1.7880435,-0.24518111,-0.32199147,-0.38749585,-0.1767159,0.0,-0.039589338
-0.63514644,-0.14015865,-1.7824221,-3.3918507,-1.644029,-0.30745623,-0.33821347,-0.3899802,-0.1832459,0.0,0.1406392
-0.04695592,-1.5260876,-1.676655,-3.3095376,-1.9877956,-0.23094314,-0.3550838,-0.39828578,-0.16519354,0.0,0.1167556
-0.24542001,0.09309985,-1.6480606,-3.512716,-1.5588642,-0.27261132,-0.3485758,-0.4465511,-0.17113115,0.0,-1.1825747
-0.14192723,-0.72873044,-0.39449537,-2.5496871,3.0732822,-0.6317636,-0.21311635,-0.20916235,-0.15812768,0.0,0.2253463
-1.5063292,-1.0284456,-1.2508782,-3.343789,-2.4358172,-0.2949205,-0.3663291,-0.43724078,-0.20015399,0.0,0.04097431
-0.92938745,-0.57101554,-0.8359395,-2.9883966,-2.6916902,-0.22829899,-0.35786,-0.42378846,-0.19119428,0.0,0.06359854
-0.26215264,-1.1341926,-1.3571634,-0.05792796,-2.127523,-0.11795573,-0.3500742,-0.403301,-0.36686915,0.0,0.116612375
-0.32621327,0.07477485,0.63407826,-3.5461204,-1.199736,-0.23360132,-0.31922692,-0.32269353,-0.17922932,0.0,0.46331728
-1.4498779,-0.82353824,-0.8147401,-2.6519358,2.0127866,-0.7169171,-0.2538394,-0.23438457,-0.19806695,0.0,0.2122176
0.26493454,0.18062517,-2.3018548,-1.4822521,-1.642809,-0.22986934,-0.3371507,-0.42248946,-0.15663284,0.0,-1.4267839
-0.37522724,0.2641806,-1.0747331,-3.5090764,-2.2731924,-0.22814515,-0.33461896,-0.41419774,-0.17688715,0.0,0.10725595
-0.4596772,0.5182325,0.19194509,-3.6821418,-1.805759,-0.20970896,-0.3196929,-0.32013068,-0.17522787,0.0,0.036823396
-0.18151575,-1.9449477,-2.1890817,-3.166331,-0.41002646,-0.34177235,-0.33284432,-0.37738997,-0.17507334,0.0,0.1632516
-0.5559812,-1.107911,-1.4527984,-3.3982477,-3.3488493,-0.22298859,-0.34907055,-0.43500325,-0.18114124,0.0,0.1180159
0.90233445,-0.5115642,0.22118069,1.3110559,-0.050845746,-0.16482352,-0.30673486,-0.270601,-0.26983806,0.0,-2.4905596
-0.8533466,0.19818361,-1.3614002,-3.7621095,-2.8388453,-0.23152716,-0.3550762,-0.42958912,-0.18651405,0.0,0.096371606
-0.23896083,0.1695429,-2.1619194,-3.4165077,-1.4174325,-0.33535057,-0.34888366,-0.44364223,-0.17204629,0.0,-1.1341397
-0.43229008,0.4774451,-2.156211,-3.0393126,-2.1645072,-0.25694337,-0.32542297,-0.40503782,-0.17741033,0.0,-0.06117324
-0.23572208,-1.2931416,0.08271191,0.44778094,-1.1846579,-0.114767455,-0.30527896,-0.30635068,-0.29853794,0.0,0.11320043
1.4847753,-1.2525264,0.25312856,0.74528563,-0.52944463,-0.08913394,4.168325,-0.30597627,-0.16400228,0.0,-1.3102213
-2.309678,-0.33568037,-0.2735189,-1.4454758,-1.386364,-0.13096027,-0.5093897,-0.36410558,-0.40374076,0.0,-1.8762509
-0.8658264,-1.1022565,-1.1172308,-3.3716316,-2.0446255,-0.24653545,-0.33984393,-0.38845924,-0.1830374,0.0,0.15390217
0.6937384,-0.40899566,-0.2654584,-0.4573671,-2.2434893,-0.12364124,-0.36855647,-0.33662054,-0.23941608,0.0,0.15112981
-0.9889287,-1.9918864,-1.0882329,-3.3326423,-1.7330585,-0.2425041,-0.3551584,-0.41729686,-0.19218066,0.0,0.13380265
0.058628872,-0.57376474,-1.4400643,-3.279775,-0.72302175,-0.2540226,-0.33103323,-0.3644368,-0.1604297,0.0,0.17257518
-0.7834522,-1.9092813,-1.5479524,-2.1937773,-0.31944093,-0.32132894,-0.3427906,-0.36624908,-0.19553392,0.0,-0.8975485
-1.5289221,-0.42198777,-1.1620176,-3.3176274,-2.2743764,-0.2333993,-0.36831784,-0.41438726,-0.19863951,0.0,0.113884665
-0.12528859,-0.13108765,-2.531791,-3.4294162,-1.3626212,-0.31304312,-0.33644736,-0.37473735,-0.1585773,0.0,0.14522645
-1.2547463,-0.7404387,-0.36523178,-0.6433504,1.0194956,-0.48635855,-0.1902362,-0.6286224,-0.15484425,0.0,0.19255735
0.5319969,-0.96484524,-1.8829932,-3.288644,-1.3052634,-0.27771086,-0.36517316,-0.43820444,-0.16460012,0.0,-0.95078856
-0.3397392,0.31029475,-0.9645516,-3.27855,-1.8524991,-0.22597535,-0.33370912,-0.37867624,-0.17639615,0.0,0.19174725
-0.9394747,-1.287514,-1.9946256,-3.0195644,-2.8217115,-0.24087445,-0.36176354,-0.4298475,-0.19946735,0.0,-0.0028015408
-2.6850777,-0.7267969,0.19338706,-2.962188,-1.6686249,-0.22785173,-0.41787362,-0.41115546,-0.28123096,0.0,-1.4933628
-0.34234086,-1.6377121,-1.315692,-3.1039977,-0.41689876,-0.26317656,-0.33314985,-0.35947993,-0.20810053,0.0,0.16641492
0.43595192,-0.24868116,-2.9141479,-3.4551547,-1.7400991,-0.3165072,-0.34633788,-0.42781097,-0.16758193,0.0,0.10200764
-0.39656126,-1.1437731,-1.7867067,-3.4955804,-2.2874138,-0.26480365,-0.3466302,-0.42998365,-0.18753861,0.0,0.1879581
-1.9204715,-1.3284763,0.24211444,-0.6638021,-1.7248996,-0.1287869,-0.43890175,-0.35943472,-0.3559353,0.0,0.002049021
-0.38498557,-0.7162414,-1.3658789,-1.8960963,-2.2215009,-0.13563666,-0.3683734,-0.37581745,-0.20142159,0.0,0.13014501
-0.42319,-1.374613,-1.0625777,-2.1471975,-1.2714753,-0.23495346,-0.33856273,-0.34565884,-0.18787222,0.0,0.13128175
-1.6679949,-1.0317994,-0.40167266,-3.5833614,-2.586119,-0.2420527,-0.3663968,-0.3964023,-0.2043053,0.0,0.042407542
-0.32896543,-1.134575,-2.186403,-3.278085,-2.864832,-0.2914219,-0.34897122,-0.43585163,-0.17243698,0.0,0.113375045
-0.5463318,-0.43271717,-1.1914259,-1.0994978,2.148264,-0.28017062,-0.2565231,-0.22470854,-0.25521204,0.0,0.2644397
0.4090414,-0.73043996,0.38323966,3.906904,-0.46524966,-0.10526615,-0.18332157,-0.23063494,3.2862678,0.0,-1.919119
-1.7325807,-0.58375293,-1.0564748,-0.37470505,-2.0086684,-0.09953293,-0.40818888,-0.2837159,-0.52582467,0.0,0.09679473
-1.6997707,-1.4982715,-1.4416856,-1.7512001,-1.9799591,-0.14610806,-0.42983648,-0.39685822,-0.30800518,0.0,0.13055423
-0.30096555,0.37911987,-1.3694036,-3.520415,-2.2348084,-0.24520041,-0.33349863,-0.40889692,-0.17280881,0.0,0.12076896
-0.6924824,-0.852364,-0.6361288,-2.8621092,0.9769455,-0.35287198,-0.30507898,-0.29884544,-0.18438134,0.0,0.18221216
-0.09149614,-0.5342207,-2.4308445,-3.0040433,-0.3233441,-0.35746527,-0.34005103,-0.3855447,-0.15595093,0.0,-1.2233274
-1.4067626,-0.47525617,-1.7103081,-2.7728803,0.7096662,-0.43908155,-0.33339232,-0.37223503,-0.19229804,0.0,-1.5221905
1.1097146,-0.377775,0.75109076,0.16296822,-0.7581681,-0.1159264,-0.387779,-0.22834381,-0.29696643,0.0,0.17272514
-0.8231778,-1.0525724,-1.0430515,-2.5254908,-2.0788772,-0.2224327,-0.32584646,-0.37241805,-0.18327984,0.0,0.12861305
-0.5131622,-1.2683274,-1.2291244,-3.0728252,-1.376463,-0.2726005,-0.35896978,-0.44237816,-0.17828469,0.0,-1.0374756
-0.7969739,0.08954023,-1.5348243,-3.3685055,-1.7339973,-0.26737615,-0.35080835,-0.4467238,-0.17489262,0.0,-1.5799373
0.2699209,-2.441841,-2.4625692,-1.5312402,-1.779524,-0.2784543,-0.33763418,-0.44480762,-0.18672395,0.0,0.07105429
-0.53371495,0.29969528,-1.3797644,-1.5319312,-2.0373082,-0.13362482,-0.35752085,-0.39534092,-0.1936657,0.0,0.12294349
0.21701492,-0.5270449,-1.8300257,-0.7732797,-0.31178227,-0.1525864,-0.3338641,-0.33019274,-0.20140271,0.0,0.20237097
-0.53741294,-1.2963364,-1.3429837,-2.6771975,-2.3488564,-0.22784571,-0.3335885,-0.42575616,-0.18601273,0.0,0.06293474
-0.565886,-1.144386,-1.8275659,-2.2928808,-2.1518798,-0.23430523,-0.323535,-0.42022738,-0.16870993,0.0,0.081787
-0.15985446,-1.9323593,-1.2700118,-2.5261607,-2.619677,-0.24813166,-0.33628887,-0.4472348,-0.19102275,0.0,0.083421536
-0.6273908,-0.23201878,-1.3446321,-3.2165296,-1.8166776,-0.2652489,-0.35986328,-0.44610634,-0.17532206,0.0,-1.4049534
-1.1532103,-1.4555011,-0.7527022,-0.8653243,2.207562,3.9896693,-0.33091548,-0.2560919,-0.34625274,0.0,-2.5001206
-0.355678,-1.1233319,-0.99295765,-3.3425105,-2.6425629,-0.23338284,-0.34594104,-0.43959764,-0.18861383,0.0,0.13302542
-1.2467562,0.17079711,-1.6584312,-1.148992,0.27573267,-0.27199706,-0.4059986,-0.35819182,-0.23700093,0.0,-2.4826574
0.11725239,-1.6730387,-1.5485977,-0.9146361,-1.1357872,-0.19990636,-0.48078963,-0.32045725,-0.2548862,0.0,-1.6360862
-0.5632831,-0.60861814,-1.9657528,-3.4098167,-3.0008416,-0.30032015,-0.35066178,-0.4312249,-0.17259613,0.0,0.10815097
-1.3974684,0.2764603,-0.53709227,-1.0531278,-1.7207601,-0.12395399,-0.37571162,-0.34581095,-0.29036304,0.0,0.06499615
-0.77257806,-0.059648085,-1.7328616,-2.638794,1.9015939,-0.82537836,-0.21676238,-0.1950509,-0.1566691,0.0,0.08859963
-1.085733,-0.030923128,-0.90001404,-3.2258453,-1.3815385,-0.2673667,-0.369447,-0.42202798,-0.18531156,0.0,-1.488935
-1.5462929,-1.2714459,-1.6316668,-2.8509774,-2.3756545,-0.24151953,-0.35917643,-0.43283257,-0.20016669,0.0,0.031708997
-0.43375155,0.5232668,1.1946878,-0.76005644,-1.0686578,-0.19798438,-0.30209213,-0.56055474,-0.16802166,0.0,-1.7743318
